text,symptom_id,symptom_name,severity,esi_label,language,source,base_weight
Nimekuwa na damu nyingi sana kwa muda mrefu.,S005,heavy_menstrual_bleeding,mild,Low,sw,synthetic,7
painful lump at belly button.,S034,umbilical_pain_bleeding,mild,Moderate,en,synthetic,8
I told the doctor that CS scar painful during period.,S035,scar_endometriosis,severe,Moderate,en-KE,synthetic,7
told I have a cyst.,S028,pelvic_mass_sensation,mild,Low,en-KE,synthetic,7
I am here because CS scar painful during period.,S035,scar_endometriosis,moderate,Moderate,en-KE,synthetic,7
doctors keep sending me away.,S038,previous_misdiagnosis,mild,Low,en-KE,synthetic,6
The problem I have is that pain when going to the toilet.,S009,dyschezia,severe,High,en-KE,synthetic,9
Nimekuwa na damu nyingi sana kwa muda mrefu.,S005,heavy_menstrual_bleeding,critical,High,sw,synthetic,7
I need help with low blood.,S023,anaemia,mild,Low,en-KE,synthetic,6
I am struggling with extreme always in pain.,S002,chronic_pelvic_pain,critical,Critical,en,synthetic,10
pain when going to the toilet.,S009,dyschezia,critical,Critical,en-KE,synthetic,9
I am here because take days off for period.,S036,work_school_absence,severe,Moderate,en,synthetic,7
For the past few months I have had regular feel like giving up.,S029,depression,moderate,Low,en,synthetic,5
I experience cannot go to work regularly.,S036,work_school_absence,critical,High,en,synthetic,7
The problem I have is that pain at the entrance during sex.,S007,dyspareunia_superficial,moderate,Moderate,en,synthetic,6
For the past few months I have had slight losing consciousness during period.,S025,fainting_syncope,mild,Moderate,en,synthetic,8
Nimekuwa nikilalamika kuhusu kuzimia kutokana na maumivu.,S025,fainting_syncope,severe,High,sw,synthetic,8
The problem I have is that my period is too much.,S005,heavy_menstrual_bleeding,moderate,Moderate,en-KE,synthetic,7
I am struggling with period makes me vomit.,S013,nausea_vomiting_cyclical,severe,Moderate,en,synthetic,6
I have come to see the doctor because of changing pad every hour.,S005,heavy_menstrual_bleeding,mild,Low,en-KE,synthetic,7
I have been dealing with regular bleeding through clothes for a while now.,S005,heavy_menstrual_bleeding,moderate,Moderate,en,synthetic,7
The problem I have is that belly button bleeds during period.,S034,umbilical_pain_bleeding,severe,High,en,synthetic,8
Tatizo langu kuu ni kuumwa unapokwenda chooni.,S009,dyschezia,mild,Moderate,sw,synthetic,9
My experience is that told it is just period pain.,S038,previous_misdiagnosis,mild,Low,en-KE,synthetic,6
I have moderate scar swells during period.,S035,scar_endometriosis,moderate,Moderate,en,synthetic,7
Nilikuja hospitalini kwa sababu ya hedhi inaniuma.,S001,dysmenorrhoea,critical,Critical,sw,synthetic,10
My experience is that trying for a baby without success.,S026,infertility,moderate,Moderate,en-KE,synthetic,9
I experience bowel movements are painful regularly.,S009,dyschezia,severe,High,en,synthetic,9
For the past few months I have had had blood transfusion.,S023,anaemia,critical,High,en,synthetic,6
I experience chocolate cyst regularly.,S028,pelvic_mass_sensation,moderate,Moderate,en,synthetic,7
"Sijui nifanye nini kuhusu hedhi inaniuma, for over 36 months.",S001,dysmenorrhoea,critical,Critical,sw,synthetic,10
Nimekuwa nikilalamika kuhusu kuumwa unapokwenda chooni.,S009,dyschezia,severe,High,sw,synthetic,9
"Doctor, I have pale from blood loss and I do not know what to do.",S023,anaemia,severe,Moderate,en,synthetic,6
"For the past few months I have had worried about my condition, for the past 24 months.",S030,anxiety,mild,Low,en,synthetic,4
Tatizo langu kuu ni maumivu ya hedhi.,S001,dysmenorrhoea,moderate,High,sw,synthetic,10
Nilikuja hospitalini kwa sababu ya kujamiiana kunauma.,S006,dyspareunia_deep,moderate,Moderate,sw,synthetic,9
My experience is that blood when not on period.,S004,intermenstrual_bleeding,severe,Moderate,en-KE,synthetic,6
"The problem I have is that miss school from period pain, for 12 years.",S036,work_school_absence,severe,Moderate,en-KE,synthetic,7
"I am here because pain wakes me up regularly, for 36 months now.",S031,sleep_disturbance,moderate,Low,en,synthetic,4
"I have been dealing with excruciating always in pain for a while now, for over 2 months.",S002,chronic_pelvic_pain,critical,Critical,en,synthetic,10
Sijui nifanye nini kuhusu kuzimia kutokana na maumivu.,S025,fainting_syncope,moderate,Moderate,sw,synthetic,8
Sijui nifanye nini kuhusu kuumwa unapokwenda chooni.,S009,dyschezia,mild,Moderate,sw,synthetic,9
I want you to know that swelling at belly button during period.,S034,umbilical_pain_bleeding,mild,Moderate,en,synthetic,8
I have been dealing with noticeable blood after intercourse for a while now.,S008,post_coital_bleeding,moderate,Low,en,synthetic,5
"The problem I have is that miss school from period pain, for the past 6 months.",S036,work_school_absence,critical,High,en-KE,synthetic,7
Since I was young I have had pain passing urine.,S015,dysuria,moderate,Moderate,en-KE,synthetic,7
"Doctor, I have vaginal pain during sex and I do not know what to do.",S007,dyspareunia_superficial,moderate,Moderate,en,synthetic,6
The problem I have is that pain even when I am not on my period.,S002,chronic_pelvic_pain,severe,High,en-KE,synthetic,10
The problem I have is that miss school from period pain.,S036,work_school_absence,mild,Low,en-KE,synthetic,7
My experience is that doctors keep sending me away.,S038,previous_misdiagnosis,critical,High,en,synthetic,6
The problem I have is that sijawahi pata mtoto ingawa ninajaribu.,S026,infertility,moderate,Moderate,en,synthetic,9
I want you to know that my period is too much.,S005,heavy_menstrual_bleeding,moderate,Moderate,en-KE,synthetic,7
I have changing pad every hour and it is really affecting me.,S005,heavy_menstrual_bleeding,severe,Moderate,en-KE,synthetic,7
Every month I suffer from changing pad every hour.,S005,heavy_menstrual_bleeding,severe,Moderate,en-KE,synthetic,7
Sijui nifanye nini kuhusu maumivu ya hedhi.,S001,dysmenorrhoea,mild,Moderate,sw,synthetic,10
I cannot work properly because of losing consciousness during period.,S025,fainting_syncope,critical,High,en,synthetic,8
The problem I have is that cannot do anything because I am tired.,S022,fatigue_chronic,mild,Low,en,synthetic,7
I cannot work properly because of excruciating burning during sex.,S007,dyspareunia_superficial,critical,High,en,synthetic,6
I am struggling with noticeable sex is painful.,S006,dyspareunia_deep,moderate,Moderate,en,synthetic,9
"Doctor, I have moderate pain in my rectum and I do not know what to do.",S009,dyschezia,moderate,Moderate,en,synthetic,9
I experience lung collapses during period regularly.,S032,catamenial_pneumothorax,mild,Moderate,en,synthetic,9
I have shoulder aches during period.,S020,shoulder_tip_pain,mild,Low,en,synthetic,6
Tatizo langu kuu ni sijapata mimba ingawa ninajaribu.,S026,infertility,mild,Moderate,sw,synthetic,9
I avoid sex because it hurts.,S006,dyspareunia_deep,severe,High,en-KE,synthetic,9
I told the doctor that cough up blood with period.,S033,catamenial_haemoptysis,mild,Moderate,en,synthetic,8
I experience in bed from exhaustion regularly.,S022,fatigue_chronic,severe,Moderate,en,synthetic,7
I want you to know that told it is just period pain.,S038,previous_misdiagnosis,mild,Low,en-KE,synthetic,6
I told the doctor that heavy rectal bleeding every period.,S010,rectal_bleeding,severe,High,en,synthetic,8
I have come to see the doctor because of stomach upset with period.,S012,diarrhoea_cyclical,critical,High,en-KE,synthetic,5
kuhisi kichefuchefu wakati wa hedhi.,S013,nausea_vomiting_cyclical,mild,Low,sw,synthetic,6
I have unbearable pain in my rectum.,S009,dyschezia,critical,Critical,en,synthetic,9
"I want you to know that pain in my lower belly, since I was 14 years old.",S002,chronic_pelvic_pain,moderate,High,en-KE,synthetic,10
My experience is that I avoid sex because it hurts.,S006,dyspareunia_deep,critical,Critical,en-KE,synthetic,9
have to sit down suddenly from dizziness.,S025,fainting_syncope,moderate,Moderate,en,synthetic,8
Nimekuwa nikilalamika kuhusu maumivu ya hedhi.,S001,dysmenorrhoea,moderate,High,sw,synthetic,10
Nina kujamiiana kunauma.,S006,dyspareunia_deep,critical,Critical,sw,synthetic,9
For the past few months I have had intense no one believed me.,S038,previous_misdiagnosis,severe,Moderate,en,synthetic,6
For the past few months I have had slight pain day before.,S003,premenstrual_pain,mild,Low,en,synthetic,7
I cannot work properly because of told I am anaemic.,S023,anaemia,severe,Moderate,en,synthetic,6
I am struggling with regular cannot breathe during period.,S032,catamenial_pneumothorax,moderate,Moderate,en,synthetic,9
I am here because trying for a baby without success.,S026,infertility,moderate,Moderate,en-KE,synthetic,9
Nimekuwa na kuzimia kutokana na maumivu kwa muda mrefu.,S025,fainting_syncope,moderate,Moderate,sw,synthetic,8
I am here because blood when not on period.,S004,intermenstrual_bleeding,severe,Moderate,en-KE,synthetic,6
I have been dealing with mild pain when peeing for a while now.,S015,dysuria,mild,Low,en,synthetic,7
Nina maumivu ya hedhi.,S001,dysmenorrhoea,moderate,High,sw,synthetic,10
Tatizo langu kuu ni kuzimia kutokana na maumivu.,S025,fainting_syncope,mild,Moderate,sw,synthetic,8
I cannot work properly because of belly distension.,S014,bloating_abdominal,critical,High,en,synthetic,5
My experience is that blood in sputum during period.,S033,catamenial_haemoptysis,severe,High,en,synthetic,8
Nilikuja hospitalini kwa sababu ya kuzimia kutokana na maumivu.,S025,fainting_syncope,severe,High,sw,synthetic,8
"I have exhaustion, for 24 months now.",S022,fatigue_chronic,moderate,Moderate,en,synthetic,7
Every month I suffer from changing pad every hour.,S005,heavy_menstrual_bleeding,critical,High,en-KE,synthetic,7
doctors keep sending me away.,S038,previous_misdiagnosis,critical,High,en-KE,synthetic,6
I want you to know that been to many doctors with no answer.,S038,previous_misdiagnosis,severe,Moderate,en,synthetic,6
trying for a baby without success.,S026,infertility,moderate,Moderate,en-KE,synthetic,9
Nilikuja hospitalini kwa sababu ya kuumwa unapokwenda chooni.,S009,dyschezia,moderate,Moderate,sw,synthetic,9
sijawahi pata mtoto ingawa ninajaribu.,S026,infertility,mild,Moderate,sw,synthetic,9
I want you to know that pain in my whole leg.,S019,leg_pain_sciatica,severe,Moderate,en,synthetic,7
Nimekuwa nikilalamika kuhusu damu kidogo mwilini.,S023,anaemia,mild,Low,sw,synthetic,6
Nina dawa hazisaidii maumivu yangu.,S038,previous_misdiagnosis,critical,High,sw,synthetic,6
The problem I have is that cannot make it to toilet in time.,S017,urinary_frequency,severe,Moderate,en,synthetic,5
I have had slightly low blood count since I was a teenager.,S023,anaemia,mild,Low,en,synthetic,6
The problem I have is that doctors keep sending me away.,S038,previous_misdiagnosis,moderate,Moderate,en-KE,synthetic,6
pain shoots down my leg.,S019,leg_pain_sciatica,severe,Moderate,en,synthetic,7
Nina mgongo unaniuma.,S018,lower_back_pain,critical,High,sw,synthetic,7
The problem I have is that lump in belly button requiring surgery.,S034,umbilical_pain_bleeding,critical,High,en,synthetic,8
I have had treated for something else since I was a teenager.,S038,previous_misdiagnosis,severe,Moderate,en,synthetic,6
Nina maumivu wakati wa kujamiiana.,S006,dyspareunia_deep,mild,Moderate,sw,synthetic,9
The problem I have is that sijawahi pata mtoto ingawa ninajaribu.,S026,infertility,mild,Moderate,sw,synthetic,9
My experience is that stinging when I pass urine.,S015,dysuria,severe,Moderate,en,synthetic,7
"Nimekuwa na tumbo la chini linauma kwa muda mrefu, for 36 months now.",S002,chronic_pelvic_pain,severe,High,sw,synthetic,10
My main problem is spotting after sex.,S008,post_coital_bleeding,critical,High,en,synthetic,5
For the past few months I have had pain inside during sex.,S006,dyspareunia_deep,mild,Moderate,en,synthetic,9
I want you to know that I cannot function during my period.,S001,dysmenorrhoea,moderate,High,en-KE,synthetic,10
For the past few months I have had anaemia.,S023,anaemia,severe,Moderate,en,synthetic,6
I cannot work properly because of pain in my hip.,S021,hip_groin_pain,severe,Moderate,en,synthetic,6
Nina kuzimia kutokana na maumivu.,S025,fainting_syncope,moderate,Moderate,sw,synthetic,8
I told the doctor that right shoulder pain during period.,S020,shoulder_tip_pain,severe,Moderate,en,synthetic,6
"Tatizo langu kuu ni maumivu ya nyonga, for over 6 months.",S002,chronic_pelvic_pain,severe,High,sw,synthetic,10
I want you to know that miss school from period pain.,S036,work_school_absence,moderate,Moderate,en-KE,synthetic,7
I came to the clinic because of unbearable period makes me vomit.,S013,nausea_vomiting_cyclical,critical,High,en,synthetic,6
"For the past few months I have had always tired, for about 24 months.",S022,fatigue_chronic,mild,Low,en,synthetic,7
"My main problem is feeling worthless, for over 3 months.",S029,depression,moderate,Low,en,synthetic,5
trying for a baby without success.,S026,infertility,critical,Critical,en-KE,synthetic,9
The problem I have is that told I have a cyst.,S028,pelvic_mass_sensation,moderate,Moderate,en-KE,synthetic,7
I told the doctor that hard to pass stool during period.,S011,constipation_cyclical,critical,High,en,synthetic,6
Since I was young I have had no one believed me.,S038,previous_misdiagnosis,moderate,Moderate,en-KE,synthetic,6
My experience is that siku zangu za mwezi ni za maumivu.,S001,dysmenorrhoea,critical,Critical,sw,synthetic,10
The problem I have is that cannot walk properly during period.,S019,leg_pain_sciatica,severe,Moderate,en,synthetic,7
I am here because shooting pain in leg during period.,S019,leg_pain_sciatica,moderate,Moderate,en,synthetic,7
I have mild blood after intercourse.,S008,post_coital_bleeding,mild,Low,en,synthetic,5
For the past few months I have had red urine every period.,S016,haematuria,severe,High,en,synthetic,8
I came to the clinic because of stomach upset with period.,S012,diarrhoea_cyclical,severe,Moderate,en,synthetic,5
I told the doctor that pain wakes me at night.,S031,sleep_disturbance,mild,Low,en,synthetic,4
I want you to know that severe pain every time I urinate during period.,S015,dysuria,severe,Moderate,en,synthetic,7
I am here because CS scar painful during period.,S035,scar_endometriosis,mild,Low,en-KE,synthetic,7
I told the doctor that my period is too much.,S005,heavy_menstrual_bleeding,mild,Low,en-KE,synthetic,7
I have had random bleeding since I was a teenager.,S004,intermenstrual_bleeding,severe,Moderate,en,synthetic,6
I have been dealing with told I am exaggerating for a while now.,S038,previous_misdiagnosis,moderate,Moderate,en,synthetic,6
"I cannot work properly because of unbearable chronic pelvic pain, since I was 13 years old.",S002,chronic_pelvic_pain,critical,Critical,en,synthetic,10
My main problem is excruciating bleeding through clothes.,S005,heavy_menstrual_bleeding,critical,High,en,synthetic,7
My main problem is pain affects my relationship.,S037,relationship_social_impact,critical,High,en,synthetic,5
I want you to know that have to wear loose clothes.,S014,bloating_abdominal,moderate,Low,en,synthetic,5
My main problem is hip aches sometimes.,S021,hip_groin_pain,mild,Low,en,synthetic,6
I want you to know that old caesarean scar hurts during period.,S035,scar_endometriosis,mild,Low,en,synthetic,7
Every month I suffer from running stomach during period.,S012,diarrhoea_cyclical,critical,High,en-KE,synthetic,5
I am struggling with slightly low blood count.,S023,anaemia,mild,Low,en,synthetic,6
"I experience fainted regularly, for 2 months now.",S001,dysmenorrhoea,critical,Critical,en,synthetic,10
I am here because blood in stool during period.,S010,rectal_bleeding,mild,Moderate,en,synthetic,8
I experience cannot pass anything regularly.,S011,constipation_cyclical,critical,High,en,synthetic,6
Sijui nifanye nini kuhusu kuumwa unapokojoa.,S015,dysuria,critical,High,sw,synthetic,7
I came to the clinic because of some period stops me working.,S036,work_school_absence,mild,Low,en,synthetic,7
Every month I suffer from pain passing urine.,S015,dysuria,mild,Low,en-KE,synthetic,7
I have running stomach during period and it is really affecting me.,S012,diarrhoea_cyclical,critical,High,en-KE,synthetic,5
I want you to know that pain when going to the toilet.,S009,dyschezia,critical,Critical,en-KE,synthetic,9
I want you to know that period has ruined my relationship.,S037,relationship_social_impact,critical,High,en,synthetic,5
I cannot work properly because of painful defecation.,S009,dyschezia,moderate,Moderate,en,synthetic,9
"I experience dysmenorrhoea regularly, for 2 years.",S001,dysmenorrhoea,severe,High,en,synthetic,10
Nimekuwa na kuumwa unapokwenda chooni kwa muda mrefu.,S009,dyschezia,critical,Critical,sw,synthetic,9
I have come to see the doctor because of low blood.,S023,anaemia,critical,High,en-KE,synthetic,6
I experience fever every period regularly.,S024,fever_cyclical,moderate,Low,en,synthetic,5
My main problem is scar painful cyclically.,S035,scar_endometriosis,mild,Low,en,synthetic,7
Nimekuwa na sijapata mimba ingawa ninajaribu kwa muda mrefu.,S026,infertility,critical,Critical,sw,synthetic,9
"I have been dealing with slight chronic pelvic pain for a while now, for about 12 months.",S002,chronic_pelvic_pain,mild,Moderate,en,synthetic,10
I experience period makes me vomit regularly.,S013,nausea_vomiting_cyclical,moderate,Moderate,en,synthetic,6
My main problem is trying for 6-12 months.,S026,infertility,mild,Moderate,en,synthetic,9
I am here because my back is in agony during my period.,S018,lower_back_pain,mild,Low,en-KE,synthetic,7
scar swells and hurts during period.,S035,scar_endometriosis,moderate,Moderate,en,synthetic,7
"I told the doctor that siku zangu za mwezi ni za maumivu, for about 12 months.",S001,dysmenorrhoea,critical,Critical,sw,synthetic,10
I told the doctor that pain when going to the toilet.,S009,dyschezia,severe,High,en-KE,synthetic,9
I told the doctor that feel like I always need to pee.,S017,urinary_frequency,mild,Low,en,synthetic,5
"I want you to know that pain even when I am not on my period, for about 3 months.",S002,chronic_pelvic_pain,mild,Moderate,en,synthetic,10
I experience had blood transfusion regularly.,S023,anaemia,critical,High,en,synthetic,6
I want you to know that CS scar painful during period.,S035,scar_endometriosis,severe,Moderate,en-KE,synthetic,7
Nimekuwa na mgongo unaniuma kwa muda mrefu.,S018,lower_back_pain,critical,High,sw,synthetic,7
I told the doctor that hospital for coughing blood during period.,S033,catamenial_haemoptysis,severe,High,en,synthetic,8
I came to the clinic because of cannot breathe during period.,S032,catamenial_pneumothorax,critical,Critical,en,synthetic,9
I have been dealing with regular stomach upset with period for a while now.,S012,diarrhoea_cyclical,moderate,Low,en,synthetic,5
"My experience is that siku zangu za mwezi ni za maumivu, since I was 16 years old.",S001,dysmenorrhoea,mild,Moderate,sw,synthetic,10
I need help with no one believed me.,S038,previous_misdiagnosis,critical,High,en-KE,synthetic,6
Nimekuwa na tumbo la chini linauma kwa muda mrefu.,S002,chronic_pelvic_pain,severe,High,sw,synthetic,10
I told the doctor that kuhisi kichefuchefu wakati wa hedhi.,S013,nausea_vomiting_cyclical,critical,High,sw,synthetic,6
I came to the clinic because of extreme leg weakness during period.,S019,leg_pain_sciatica,critical,High,en,synthetic,7
"My experience is that miss school from period pain, since I was 20 years old.",S036,work_school_absence,severe,Moderate,en-KE,synthetic,7
I experience pelvic pressure regularly.,S028,pelvic_mass_sensation,mild,Low,en,synthetic,7
My main problem is light spotting sometimes.,S004,intermenstrual_bleeding,mild,Low,en,synthetic,6
I told the doctor that kuhisi kichefuchefu wakati wa hedhi.,S013,nausea_vomiting_cyclical,mild,Low,sw,synthetic,6
I have been dealing with shoulder aches during period for a while now.,S020,shoulder_tip_pain,mild,Low,en,synthetic,6
I have come to see the doctor because of running stomach during period.,S012,diarrhoea_cyclical,mild,Low,en-KE,synthetic,5
For the past few months I have had unbearable low blood.,S023,anaemia,critical,High,en,synthetic,6
CS scar painful during period.,S035,scar_endometriosis,critical,High,en-KE,synthetic,7
mgongo unaniuma wakati wa hedhi.,S018,lower_back_pain,severe,Moderate,en,synthetic,7
I told the doctor that pink or red urine during period.,S016,haematuria,mild,Moderate,en,synthetic,8
My experience is that blood when not on period.,S004,intermenstrual_bleeding,mild,Low,en-KE,synthetic,6
The problem I have is that slight pain when going toilet on period.,S009,dyschezia,mild,Moderate,en,synthetic,9
My experience is that miss school from period pain.,S036,work_school_absence,moderate,Moderate,en-KE,synthetic,7
The problem I have is that bleed from back passage during period.,S010,rectal_bleeding,moderate,Moderate,en,synthetic,8
I told the doctor that told it is just period pain.,S038,previous_misdiagnosis,critical,High,en-KE,synthetic,6
I have had regular it hurts to urinate since I was a teenager.,S015,dysuria,moderate,Moderate,en,synthetic,7
I have look pregnant from bloating.,S014,bloating_abdominal,severe,Moderate,en,synthetic,5
Tatizo langu kuu ni mgongo unaniuma.,S018,lower_back_pain,mild,Low,sw,synthetic,7
I want you to know that my period makes me stay in bed.,S001,dysmenorrhoea,mild,Moderate,en-KE,synthetic,10
I want you to know that blood in urine every period.,S016,haematuria,moderate,Moderate,en,synthetic,8
"My experience is that need to rest more than I should, for the past 12 months.",S022,fatigue_chronic,moderate,Moderate,en,synthetic,7
Sijui nifanye nini kuhusu damu kidogo mwilini.,S023,anaemia,severe,Moderate,sw,synthetic,6
I have scar bleeds during period.,S035,scar_endometriosis,severe,Moderate,en,synthetic,7
I told the doctor that hard to pass stool during period.,S011,constipation_cyclical,moderate,Moderate,en,synthetic,6
I experience large clots regularly.,S005,heavy_menstrual_bleeding,severe,Moderate,en,synthetic,7
I have had have to rest since I was a teenager.,S001,dysmenorrhoea,moderate,High,en,synthetic,10
I have stomach swells up and it is really affecting me.,S014,bloating_abdominal,severe,Moderate,en-KE,synthetic,5
I am here because pelvic pain a week before my period.,S003,premenstrual_pain,moderate,Moderate,en,synthetic,7
For the past few months I have had intense loose stools during period.,S012,diarrhoea_cyclical,severe,Moderate,en,synthetic,5
Nilikuja hospitalini kwa sababu ya sijapata mimba ingawa ninajaribu.,S026,infertility,critical,Critical,sw,synthetic,9
I told the doctor that need to pee all the time.,S017,urinary_frequency,mild,Low,en,synthetic,5
My experience is that in pain most of the month.,S003,premenstrual_pain,critical,High,en,synthetic,7
I want you to know that my back is in agony during my period.,S018,lower_back_pain,critical,High,en-KE,synthetic,7
"I want you to know that cannot work because I am so tired, for the past 2 months.",S022,fatigue_chronic,severe,Moderate,en,synthetic,7
soak through pad in an hour.,S005,heavy_menstrual_bleeding,severe,Moderate,en,synthetic,7
My experience is that pain wakes me at night.,S031,sleep_disturbance,critical,Moderate,en,synthetic,4
For the past few months I have had not pregnant yet.,S026,infertility,mild,Moderate,en,synthetic,9
The problem I have is that hot and sweaty during period.,S024,fever_cyclical,critical,High,en,synthetic,5
I am here because I cannot function during my period.,S001,dysmenorrhoea,severe,High,en-KE,synthetic,10
back aches a bit during period.,S018,lower_back_pain,mild,Low,en,synthetic,7
I am here because tummy blows up around period.,S014,bloating_abdominal,mild,Low,en,synthetic,5
I told the doctor that swelling at belly button during period.,S034,umbilical_pain_bleeding,critical,High,en,synthetic,8
Nina kuumwa unapokwenda chooni.,S009,dyschezia,severe,High,sw,synthetic,9
I came to the clinic because of scar aches during period.,S035,scar_endometriosis,mild,Low,en,synthetic,7
I cannot work properly because of feel down sometimes.,S029,depression,mild,Low,en,synthetic,5
I have changing pad every hour and it is really affecting me.,S005,heavy_menstrual_bleeding,critical,High,en-KE,synthetic,7
I am here because kuhisi kichefuchefu wakati wa hedhi.,S013,nausea_vomiting_cyclical,critical,High,sw,synthetic,6
Nimekuwa na dawa hazisaidii maumivu yangu kwa muda mrefu.,S038,previous_misdiagnosis,severe,Moderate,sw,synthetic,6
"I am here because miss school from period pain, for 3 months now.",S036,work_school_absence,mild,Low,en-KE,synthetic,7
I want you to know that told I have a cyst.,S028,pelvic_mass_sensation,moderate,Moderate,en-KE,synthetic,7
miss school from period pain.,S036,work_school_absence,moderate,Moderate,en-KE,synthetic,7
I want you to know that I avoid sex because it hurts.,S006,dyspareunia_deep,severe,High,en-KE,synthetic,9
"My experience is that I cannot function during my period, for 12 months now.",S001,dysmenorrhoea,critical,Critical,en-KE,synthetic,10
The problem I have is that cannot sleep well most nights.,S031,sleep_disturbance,severe,Moderate,en,synthetic,4
swelling at belly button during period.,S034,umbilical_pain_bleeding,severe,High,en,synthetic,8
I have had heavier than usual since I was a teenager.,S005,heavy_menstrual_bleeding,mild,Low,en,synthetic,7
withdraw from social life regularly.,S037,relationship_social_impact,moderate,Low,en,synthetic,5
"I have anxiety is disabling, for about 36 months.",S030,anxiety,severe,Moderate,en,synthetic,4
My experience is that take days off for period.,S036,work_school_absence,mild,Low,en,synthetic,7
For the past few months I have had dysmenorrhoea.,S001,dysmenorrhoea,mild,Moderate,en,synthetic,10
"Doctor, I have cannot stand up straight and I do not know what to do.",S018,lower_back_pain,severe,Moderate,en,synthetic,7
I have running stomach during period and it is really affecting me.,S012,diarrhoea_cyclical,moderate,Low,en-KE,synthetic,5
Nina dawa hazisaidii maumivu yangu.,S038,previous_misdiagnosis,mild,Low,sw,synthetic,6
My experience is that belly button pain during period.,S034,umbilical_pain_bleeding,mild,Moderate,en,synthetic,8
"Doctor, I have severe cannot tolerate penetration and I do not know what to do.",S007,dyspareunia_superficial,severe,Moderate,en,synthetic,6
Sijui nifanye nini kuhusu sijapata mimba ingawa ninajaribu.,S026,infertility,severe,High,sw,synthetic,9
The problem I have is that I avoid sex because it hurts.,S006,dyspareunia_deep,critical,Critical,en-KE,synthetic,9
I experience very bad bad cramps regularly.,S001,dysmenorrhoea,severe,High,en,synthetic,10
My main problem is fever during period.,S024,fever_cyclical,severe,Moderate,en,synthetic,5
Nimekuwa nikilalamika kuhusu dawa hazisaidii maumivu yangu.,S038,previous_misdiagnosis,critical,High,sw,synthetic,6
My experience is that I cannot be intimate with my partner.,S037,relationship_social_impact,mild,Low,en,synthetic,5
"For the past few months I have had intense constant pelvic pain, for 6 years.",S002,chronic_pelvic_pain,severe,High,en,synthetic,10
I have had leg pain during period since I was a teenager.,S019,leg_pain_sciatica,critical,High,en,synthetic,7
The problem I have is that CS scar painful during period.,S035,scar_endometriosis,critical,High,en-KE,synthetic,7
"Doctor, I have dysuria and I do not know what to do.",S015,dysuria,moderate,Moderate,en,synthetic,7
"I am struggling with no social life anymore, for about 3 months.",S037,relationship_social_impact,severe,Moderate,en,synthetic,5
"I have been dealing with feeling depressed for a while now, for the past 6 months.",S029,depression,mild,Low,en,synthetic,5
My main problem is endo belly.,S014,bloating_abdominal,severe,Moderate,en,synthetic,5
My main problem is anaemia from bleeding.,S004,intermenstrual_bleeding,critical,High,en,synthetic,6
"Doctor, I have need laxatives and I do not know what to do.",S011,constipation_cyclical,moderate,Moderate,en,synthetic,6
I want you to know that blood when not on period.,S004,intermenstrual_bleeding,severe,Moderate,en-KE,synthetic,6
My main problem is mild endo belly.,S014,bloating_abdominal,mild,Low,en,synthetic,5
I want you to know that pelvic pain a week before my period.,S003,premenstrual_pain,mild,Low,en,synthetic,7
My experience is that sometimes bleed a little after sex.,S008,post_coital_bleeding,mild,Low,en,synthetic,5
For the past few months I have had unbearable bloody urine.,S016,haematuria,critical,High,en,synthetic,8
I have had vomiting during period since I was a teenager.,S013,nausea_vomiting_cyclical,severe,Moderate,en,synthetic,6
I told the doctor that need to pee all the time.,S017,urinary_frequency,severe,Moderate,en,synthetic,5
Nimekuwa nikilalamika kuhusu maumivu wakati wa kujamiiana.,S006,dyspareunia_deep,severe,High,sw,synthetic,9
"Doctor, I have stomach gets very big and I do not know what to do.",S014,bloating_abdominal,moderate,Low,en,synthetic,5
I want you to know that right shoulder pain during period.,S020,shoulder_tip_pain,critical,High,en,synthetic,6
I am here because doctors keep sending me away.,S038,previous_misdiagnosis,moderate,Moderate,en,synthetic,6
"The problem I have is that miss 2-3 days every period, for 6 years.",S036,work_school_absence,moderate,Moderate,en,synthetic,7
I have intense loose stools during period.,S012,diarrhoea_cyclical,severe,Moderate,en,synthetic,5
My experience is that my period is too much.,S005,heavy_menstrual_bleeding,moderate,Moderate,en-KE,synthetic,7
I am struggling with catheter needed.,S017,urinary_frequency,critical,High,en,synthetic,5
"The problem I have is that siku zangu za mwezi ni za maumivu, for 3 months now.",S001,dysmenorrhoea,mild,Moderate,sw,synthetic,10
I told the doctor that swelling at belly button during period.,S034,umbilical_pain_bleeding,mild,Moderate,en,synthetic,8
I cannot work properly because of moderate pain in groin area.,S021,hip_groin_pain,moderate,Moderate,en,synthetic,6
Nimekuwa na damu nyingi sana kwa muda mrefu.,S005,heavy_menstrual_bleeding,moderate,Moderate,sw,synthetic,7
My main problem is some spotting after sex.,S008,post_coital_bleeding,mild,Low,en,synthetic,5
I experience treated for wrong thing regularly.,S038,previous_misdiagnosis,moderate,Moderate,en,synthetic,6
Sijui nifanye nini kuhusu kuumwa unapokojoa.,S015,dysuria,severe,Moderate,sw,synthetic,7
Tatizo langu kuu ni maumivu wakati wa kujamiiana.,S006,dyspareunia_deep,moderate,Moderate,sw,synthetic,9
I am here because pain at the beginning of sex.,S007,dyspareunia_superficial,severe,Moderate,en,synthetic,6
I experience occasional pain during sex regularly.,S006,dyspareunia_deep,mild,Moderate,en,synthetic,9
